"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","ENTREZID","diffexpressed"
"ENSG00000066044",1548.94871615288,-0.0989863723129506,0.0334731989678245,-2.95718292142019,0.00310463877655289,0.00851934540556646,"ELAVL1","1994","DOWN"
"ENSG00000090661",107.32809052024,1.23485307618374,0.123340402599556,10.0117483821816,0.0000000000000000000000135339269788337,0.000000000000000000000120432557606899,"CERS4","79603","UP"
"ENSG00000167775",866.897381809289,-0.183693954311519,0.041302268504627,-4.44755121116265,0.00000868547563712517,0.0000326435004874211,"CD320","51293","DOWN"
"ENSG00000233927",4818.4681769364,-0.401835785727419,0.0361767175767459,-11.1075800305807,0.000000000000000000000000000115240296029087,0.0000000000000000000000000011980421788504,"RPS28","6234","DOWN"
"ENSG00000167772",206.487702104064,0.512319157678725,0.172278803541998,2.97377940376648,0.00294156464736425,0.00809916977168929,"ANGPTL4","51129","UP"
"ENSG00000269386",74.8434652613439,-0.307880491277544,0.128133302615715,-2.40281398350365,0.0162694609753475,0.0389583583384974,"RAB11B-AS1","100507567","DOWN"
"ENSG00000099785",873.054273011546,-0.275855087330235,0.055066543354966,-5.00948616934312,0.000000545755484295228,0.00000225675200173175,"MARCHF2","51257","DOWN"
"ENSG00000099783",4658.81345574152,-0.167653026248207,0.028171274470617,-5.95120488507084,0.00000000266175623741561,0.000000012903612458252,"HNRNPM","4670","DOWN"
"ENSG00000142347",18.8253264230913,-0.965509243975351,0.266317453557621,-3.62540731400636,0.00028850636065492,0.000912540089142938,"MYO1F","4542","DOWN"
"ENSG00000142303",210.013048495092,-1.10557479958401,0.0897559612689192,-12.3175640253195,0.0000000000000000000000000000000000728620746831887,0.000000000000000000000000000000000890918186760917,"ADAMTS10","81794","DOWN"
"ENSG00000130803",711.835217833311,0.328014442584911,0.0473133304412789,6.93281237075486,0.00000000000412555243538543,0.0000000000235166453919470,"ZNF317","57693","UP"
"ENSG00000198028",21.1300536590185,0.883169872242951,0.26550659584186,3.32635755975336,0.000879889782219945,0.00261694469015768,"ZNF560","147741","UP"
"ENSG00000130818",304.883242933048,-0.293425247190049,0.0644120459680769,-4.55544056674544,0.000005227589523894,0.0000200041973689597,"ZNF426","79088","DOWN"
"ENSG00000171469",532.726932351316,-0.319311329723761,0.0532033606943242,-6.00171353005949,0.00000000195245955800092,0.00000000955340931147911,"ZNF561","93134","DOWN"
"ENSG00000171466",464.64310005075,0.401282050897166,0.0601257412471326,6.67404746409348,0.0000000000248843076836265,0.000000000135528450732957,"ZNF562","54811","UP"
"ENSG00000127452",468.782103514383,0.218225886184621,0.0523040364339919,4.17225707732946,0.0000301597074881188,0.000107778263972273,"FBXL12","54850","UP"
"ENSG00000198258",1490.88627405018,-0.0961580377956586,0.0392058641323885,-2.45264426441301,0.0141810502673508,0.034465355845439,"UBL5","59286","DOWN"
"ENSG00000080573",1.650469062783,2.94924504691955,1.02530979834004,2.87644285824081,0.00402185006675341,0.0108260111469503,"COL5A3","50509","UP"
"ENSG00000130813",1029.45868784219,1.35100505168975,0.0637034410542363,21.207724878465,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081038887945811,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000277567012573758,"SHFL","55337","UP"
"ENSG00000267387",11.3281508451559,1.59132451683177,0.335334926544321,4.74547800084714,0.0000020801452169219,0.00000824199915616856,NA,NA,"UP"
"ENSG00000130810",98.1702148060764,0.285681103956402,0.122421031972283,2.3335949661091,0.0196169404335132,0.0462062258998382,"PPAN","56342","UP"
"ENSG00000130811",3001.91482138365,-0.166220816584794,0.0321719641750469,-5.16663563593416,0.000000238345256226477,0.00000101091116133872,"EIF3G","8666","DOWN"
"ENSG00000130816",1610.17024023437,0.305375786676928,0.0424408138293319,7.19533296192062,0.000000000000623085245218735,0.0000000000037028931508227,"DNMT1","1786","UP"
"ENSG00000267534",33.1812155587151,1.71366393720714,0.207558199376422,8.25630566441409,0.000000000000000150250548468964,0.00000000000000104997414667429,"S1PR2","9294","UP"
"ENSG00000105364",710.203847251064,0.11366167336948,0.0456121231788998,2.49191805704103,0.0127055346198192,0.031200615139762,"MRPL4","51073","UP"
"ENSG00000266978",3.06653286232463,4.79672486328592,0.976591292820838,4.91170144414334,0.00000090289460717655,0.00000366863116989659,NA,NA,"UP"
"ENSG00000090339",7279.30129397316,5.35095249528729,0.0907091010435354,58.9902494207183,0,0,"ICAM1","3383","UP"
"ENSG00000267607",8.22538489994113,6.17113540822629,0.880448112113347,7.00908471870497,0.00000000000239882177683676,0.0000000000138241257903713,"ICAM4-AS1","123706506","UP"
"ENSG00000105376",11.7607641749519,1.92538551715376,0.352168999970822,5.46722033260532,0.0000000457147670062288,0.000000204632546771623,"ICAM5","7087","UP"
"ENSG00000161847",600.358558144193,0.159355138778078,0.0493773268577126,3.22729375847504,0.00124967092529479,0.00364956200835213,"RAVER1","125950","UP"
"ENSG00000076662",3.03813944175658,1.52885133767738,0.648556653150048,2.35731347485486,0.0184077003849582,0.0435754159278391,"ICAM3","3385","UP"
"ENSG00000105397",2161.49333808071,0.396776036705783,0.0294407756696042,13.4770918116614,0.000000000000000000000000000000000000000021335183623267,0.00000000000000000000000000000000000000030532989589174,"TYK2","7297","UP"
"ENSG00000105401",6482.34577082383,0.17996107367775,0.0263254820979783,6.83600296503477,0.00000000000814332586001172,0.0000000000457122614106605,"CDC37","11140","UP"
