"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed"
"ENSG00000206337",33.5271999807761,-1.40326691511545,0.362940854057133,-3.86637905165272,0.000110463206996161,0.000680133631081315,"HCP5","DOWN"
"ENSG00000255152",8.03784217034078,-1.39444080097214,0.42163191872989,-3.30724676910777,0.000942178539247779,0.00478434209849208,"MSH5-SAPCD1","DOWN"
"ENSG00000243649",68.5329195594449,-2.1193993333119,0.487255463257767,-4.34966766537968,1.36344003875121e-05,9.81531338872347e-05,"CFB","DOWN"
"ENSG00000196126",11.0534244006923,1.23598700576524,0.412013979276958,2.9998666742674,0.0027009780584991,0.0122854504033345,"HLA-DRB1","UP"
"ENSG00000204261",60.6538284848489,-1.2286402979318,0.1724799783862,-7.12337924336213,1.05312522274861e-12,1.59659193079625e-11,"PSMB8-AS1","DOWN"
"ENSG00000240065",567.487101321841,-1.30439619046204,0.16540945109043,-7.88586251790971,3.1237036715781e-15,5.66827688339196e-14,"PSMB9","DOWN"
"ENSG00000146197",14.1104554171931,1.16330009364827,0.274824812433952,4.23287869587046,2.30718962304625e-05,0.000160526010973642,"SCUBE3","UP"
"ENSG00000124772",304.189587924333,1.69041818352453,0.0749494869199254,22.5540994740971,1.22404922499065e-112,2.78581805543052e-110,"CPNE5","UP"
"ENSG00000112559",350.535234385982,1.05324729446199,0.0595902953355235,17.6748124595066,6.5558055641566e-70,7.03631631289308e-68,"MDFI","UP"
"ENSG00000001561",186.939562781121,-1.0375342348859,0.0979870358239399,-10.5884847537394,3.37002656501438e-26,1.11099130563912e-24,"ENPP4","DOWN"
"ENSG00000135547",17.3537600788828,1.5113544839861,0.284925649762504,5.30438198612821,1.13055354153924e-07,1.0688766966805e-06,"HEY2","UP"
"ENSG00000237181",28.4741125860311,1.17717463076692,0.41558233147675,2.83259066039668,0.00461724708227692,0.0196485238531676,"PRKAR1B-AS1","UP"
"ENSG00000164855",17.992764991525,1.08119582796072,0.288229258318024,3.75116611779834,0.00017601402978186,0.0010482046098926,"TMEM184A","UP"
"ENSG00000225968",47.6234514986448,1.05287964532416,0.180075135650088,5.84689075214724,5.00846197869339e-09,5.49099516990819e-08,"ELFN1","UP"
"ENSG00000106003",165.014124660524,1.91262774777255,0.0957393283750048,19.9774510667227,8.65305146796924e-89,1.26710187775146e-86,"LFNG","UP"
"ENSG00000106066",14.1021724324055,-1.16826976769419,0.30545561839089,-3.82467925732883,0.000130942444816133,0.000796106463655215,"CPVL","DOWN"
"ENSG00000240583",32.0672362755513,-1.49161834255281,0.190147434902941,-7.84453570627546,4.34558244306713e-15,7.8030468012869e-14,"AQP1","DOWN"
"ENSG00000154678",109.02878129461,1.2211506729152,0.112825433712336,10.823363427334,2.66802811022046e-27,9.08091009046206e-26,"PDE1C","UP"
