gene,original_leidenID,degreeCentrality,degree_ratio,betweennessCentrality,betweenness_ratio,closenessCentrality,eigenvectorCentrality,VEGFA,TNF-IL6,TGFB1/2,F2(Thrombin),GSE13592,intersect_count,Average NX (all except retina),NX (retina),tissue_ratio,degree_ratio_percentile,betweenness_ratio_percentile,tissue_ratio_percentile
ABLIM2,23,4,0.166666667,1559,1752.051438,0.230837526,0.000401721,1,1,1,1,0,4,4.536065573770491,1.3,0.286591977,80.41009463722398,99.74763406940063,25
ACSL1,22,24,0.179104478,1777.93366,32.79180556,0.324797002,0.023056917,1,1,1,1,0,4,18.01639344262295,9.1,0.505095541,84.22712933753942,62.965299684542586,42.054263565891475
ADAT2,21,2,0.055555556,0,0,0.6,3.5399999999999995e-23,1,1,1,1,0,4,8.167213115,6,0.734644721,15.899053627760251,10.189274447949527,59.62532299741602
AFAP1L2,1,2,0.055555556,0,0,0.262008734,0.004117676,1,1,1,1,1,4,8.596721311,8.1,0.94221968,15.899053627760251,10.189274447949527,71.83462532299741
AGAP2,23,2,0.043478261,0,0,0.21603656,0.000109534,1,1,1,1,0,4,6.760655737704918,0.7,0.103540252,9.684542586750789,10.189274447949527,11.757105943152455
AIRE,6,8,0.041666667,344.1570797,19.5680827,0.254030288,0.00163089,1,1,1,1,0,4,0.9442622950819674,0.2,0.211805556,8.675078864353312,49.65299684542587,19.57364341085271
ANO1,2,2,0.111111111,0,0,0.259179266,0.001638906,1,1,1,1,0,4,10.490163934426228,1.7,0.162056571,54.763406940063085,10.189274447949527,15.956072351421188
APOLD1,9,2,0.166666667,0,0,0.188930604,2.02e-05,1,1,1,1,1,4,12.390163934426226,8.1,0.653744377,80.41009463722398,10.189274447949527,52.97157622739018
ATP2A1,1,56,0.06779661,6294.255788,24.64126003,0.322780881,0.047849594,1,1,1,1,0,4,11.739344262295084,12.6,1.073313783,23.753943217665615,54.44794952681388,77.06718346
ATP8A2,1,2,0.166666667,0,0,0.207474398,0.000221768,1,1,1,1,0,4,4.306557377,3.1,0.719832509,80.41009463722398,10.189274447949527,58.333333333333336
BANK1,2,2,0.111111111,0,0,0.251491214,0.001192222,1,1,1,1,0,4,5.860655737704919,0.5,0.085314685,54.763406940063085,10.189274447949527,10.077519379844961
BCL2L11,22,12,0.072289157,506.8418376,4.242968861,0.292080135,0.006369009,1,1,1,1,0,4,11.463934426229509,7.8,0.68039468,27.31861199,28.01261829652997,55.42635658914728
CC2D2A,2,6,0.069767442,55.42116299,31.39072244,0.273588215,0.00445017,1,1,1,1,0,4,8.357377049180329,20.5,2.452922715,25.015772870662463,61.89274447949526,95.02583979328165
CCDC87,6,6,0.15,361.3968086,67.5704659,0.268872802,0.002666134,1,1,1,1,0,4,1.2459016393442623,2.3,1.846052632,74.1955836,80.75709779,91.1498708
CCSER1,2,4,0.090909091,29.50271629,24.70318738,0.291207766,0.010002831,1,1,1,1,0,4,3.362295081967213,2.9,0.862506095,41.230283911671926,54.63722397,68.28165374677002
CDC20B,1,2,0.029411765,0,0,0.201498321,7.35e-05,1,1,1,1,0,4,0.4311475409836066,0.1,0.231939163,3.3438485804416405,10.189274447949527,21.640826873385013
CDH12,1,4,0.142857143,1559,2482.029665,0.252304706,0.00184083,1,1,1,1,0,4,2,1.4,0.7,71.57728706624606,99.87381703470032,56.91214470284238
CNKSR3,9,6,0.063829787,32.94192814,4.302064145,0.236435283,0.000480593,1,1,1,1,1,4,7.254098360655738,12.6,1.736949153,21.230283911671926,28.075709779179807,90.37467700258398
CSF2RB,0,4,0.111111111,34.1140154,12.77231696,0.248565966,0.001119519,1,1,1,1,0,4,7.339344262295082,2.8,0.381505472,54.763406940063085,39.74763406940063,33.13953488372093
DACH1,2,8,0.042105263,346.7095395,17.64361951,0.29742612,0.00626653,1,1,1,1,0,4,4.796428571428572,19.6,4.08637379,9.022082018927446,46.5615142,97.67441860465115
DANCR,1,2,0.04,0,0,0.283481737,0.009584463,1,1,1,1,0,4,,,,7.539432176656151,10.189274447949527,
DENND2D,1,2,0.028571429,0,0,0.261394102,0.00409403,1,1,1,1,0,4,11.375409836065575,3.7,0.325263006,2.8706624605678233,10.189274447949527,28.036175710594314
DOK2,1,14,0.063636364,1145.938544,21.88382822,0.279269603,0.007788636,1,1,1,1,0,4,10.095081967213114,2.6,0.257551153,20.946372239747635,51.798107255520506,23.25581395348837
DUSP10,2,4,0.028985507,17.80492189,0.458799595,0.263825469,0.001812827,1,1,1,1,0,4,8.004918032786886,8.5,1.061847225,3.123028391167192,21.13564668769716,76.67958656
EPSTI1,1,8,0.166666667,697.2829842,384.0233154,0.291262136,0.010615124,1,1,1,1,0,4,10.80655737704918,6.6,0.610740291,80.41009463722398,97.85488958990535,50.129198966408275
ERRFI1,4,10,0.047169811,985.2292167,4.519182484,0.281893748,0.004230025,1,1,1,1,0,4,16.778688524590162,12,0.715192965,11.67192429022082,28.391167192429023,58.07493540051679
FAM163A,22,2,0.055555556,0,0,0.254237288,0.001521056,1,1,1,1,0,4,2.057377049180328,0.2,0.097211155,15.899053627760251,10.189274447949527,11.175710594315245
FERMT3,4,16,0.137931034,1025.690165,103.1507142,0.283584803,0.004246048,1,1,1,1,0,4,12.867213114754096,5.6,0.435214677,69.58990536277602,88.51735016,37.20930233
FRMD6,1,8,0.076923077,447.3067903,4.027682658,0.278920079,0.006111836,1,1,1,1,0,4,9.601639344262294,13.2,1.374765238,30.157728706624603,27.57097791798107,85.27131782945736
GAMT,1,2,0.032258065,0,0,0.230258303,0.000573696,1,1,1,1,0,4,11.975409836065571,4.5,0.375770021,4.353312302839116,10.189274447949527,32.36434108527132
GCK,0,2,0.0625,0,0,0.20979021,0.000101526,1,1,1,1,0,4,2.485245901639343,0.8,0.321899736,19.842271293375394,10.189274447949527,27.77777777777778
GNA14,22,2,0.090909091,0,0,0.239410681,0.00082563,1,1,1,1,0,4,6.232786885245901,4.8,0.770120989,41.230283911671926,10.189274447949527,62.01550387596899
GNAZ,8,12,0.089552239,3257.04672,58.71078533,0.283018868,0.005310522,1,1,1,1,0,4,6.696721311,6.8,1.015422277,40.063091482649845,78.48580441640378,74.67700258397933
HDAC9,2,10,0.069444444,216.3477188,10.22391123,0.288568257,0.004884286,1,1,1,1,1,4,10.436065573770492,9.7,0.929469054,24.858044164037853,36.845425867507885,71.31782945736434
IFIH1,2,6,0.068181818,172.3871262,12.56080548,0.292463442,0.008217265,1,1,1,1,1,4,10.70983606557377,5.9,0.550895454,24.006309148264986,39.55835962,45.93023255813954
IGF1,0,10,0.217391304,765.0381822,167.5724707,0.258749378,0.001101868,1,1,1,1,0,4,10.837704918032788,3.7,0.341400696,90.59936908517349,93.62776025236593,29.198966408268735
IGFBP4,0,4,0.058823529,164.1315794,10.69589142,0.265712826,0.004776212,1,1,1,1,1,4,51.13934426229508,46.2,0.903414009,17.47634069400631,37.66561514195584,70.34883720930233
IGFBP7,0,6,0.157894737,83.01144128,34.76697182,0.230360307,0.000301127,1,1,1,1,1,4,52.13442622950819,126.9,2.434092195,77.09779179810725,64.98422712933754,94.96124031007753
IL6ST,1,4,0.028169014,2.074475253,0.039230354,0.285661967,0.016390514,1,1,1,1,1,4,27.190163934426227,20,0.735560111,2.6813880126182967,20.378548895899055,59.81912144702842
IL7R,4,22,0.085271318,1542.934728,83.13266272,0.313001605,0.015082028,1,1,1,1,0,4,11.94590163934426,1.7,0.14230822,37.570977917981075,84.98422712933754,14.599483204134367
IRS1,4,18,0.077586207,1745.569274,8.364124696,0.32065776,0.015405252,1,1,1,1,0,4,6.604918032786885,5.5,0.832712832,30.977917981072554,34.19558359621451,66.1498708
ITGA5,1,32,0.137931034,3301.201206,26.31132968,0.33649698,0.052855818,1,1,1,1,1,4,15.81967213114754,4.9,0.309740933,69.58990536277602,56.52996845425867,26.808785529715763
JAK3,4,36,0.146341463,3242.682601,60.44982552,0.309769658,0.014605252,1,1,1,1,0,4,7.085245901639345,1.6,0.225821379,72.99684543,78.99053627760252,21.188630490956072
KLF11,4,2,0.05,0,0,0.261657162,0.001738448,1,1,1,1,0,4,10.963934426229509,9.2,0.839114833,13.470031545741326,10.189274447949527,66.60206718346254
LDLRAD4,2,8,0.068965517,149.3624141,11.80507404,0.287822878,0.006789362,1,1,1,1,0,4,11.685245901639345,3.7,0.316638608,24.51104100946372,38.61198738170347,27.39018087855297
MARCKSL1,1,16,0.059701493,537.7787728,21.91912327,0.330578512,0.040503604,1,1,1,1,1,4,28.82622950819672,5.2,0.180391265,18.04416403785489,51.987381703470035,16.98966408268734
MIR10B,2,4,0.024691358,0,0,0.262140817,0.002796644,1,1,1,1,0,4,,,,1.6088328075709777,10.189274447949527,
N4BP3,9,6,0.055555556,288.8488756,16.53784239,0.261657162,0.001983536,1,1,1,1,0,4,3.757377049180328,1.5,0.39921466,15.899053627760251,44.79495268138801,34.81912144702842
NDRG1,1,44,0.100456621,7043.265837,19.15805049,0.331844288,0.055663333,1,1,1,1,1,4,36.265573770491805,16.2,0.446704638,48.958990536277604,48.64353312302839,37.91989664082687
NGEF,15,2,0.013513514,0,0,0.244744274,0.0007135,1,1,1,1,0,4,5.947540983606556,0,0,0.1892744479495268,10.189274447949527,2.3901808785529712
NHS,22,4,0.040816327,12.44507618,0.774715431,0.279820628,0.009102154,1,1,1,1,0,4,4.562295081967213,9.4,2.060366511,8.107255520504731,21.64037855,93.21705426356588
NMI,4,18,0.07826087,1753.194561,32.60085922,0.29867892,0.008623421,1,1,1,1,0,4,13.29672131147541,5,0.376032548,31.798107255520502,62.58675078864353,32.428940568475454
NTRK2,1,36,0.138461538,1498.657811,6.953258669,0.322047894,0.045430549,1,1,1,1,0,4,14.490163934426228,2,0.138024663,69.77917981072555,32.239747634069396,14.276485788113696
NUAK2,1,4,0.041666667,0.881180778,0.219026349,0.266803489,0.006196312,1,1,1,1,0,4,8.067213114754098,9.8,1.214793741,8.675078864353312,20.82018927444795,81.00775194
OSBPL6,0,12,0.08,1530.27999,34.25096982,0.302325581,0.012875672,1,1,1,1,0,4,4.503278688524591,2.5,0.555151074,33.31230283911672,64.29022082018928,46.31782945736434
PAK3,4,8,0.153846154,118.8185298,27.56630283,0.285296269,0.009950081,1,1,1,1,0,4,6.275409836065574,1.4,0.223092999,75.86750788643532,57.981072555205046,21.059431524547804
PALLD,4,28,0.115702479,2365.439481,73.02451215,0.336279371,0.030848805,1,1,1,1,1,4,25.990163934426228,9.2,0.353980068,58.01261829652997,82.46056782334385,29.97416020671835
PFKFB3,0,6,0.048387097,1594.284012,72.93882325,0.265441552,0.002540445,1,1,1,1,0,4,16.804918032786883,19.3,1.14847332,12.555205047318612,82.39747634069401,79.39276485788113
PGF,0,4,0.333333333,0,0,0.223495702,0.000276697,1,1,1,1,0,4,6.550819672131146,3.5,0.534284284,97.19242902208201,10.189274447949527,44.638242894056845
PLCD3,1,20,0.083333333,1512.785235,41.4295593,0.318042813,0.021801483,1,1,1,1,0,4,8.686885246,10.3,1.185695414,35.80441640378549,69.21135646687698,80.10335917312662
PPFIBP2,4,2,0.023809524,0,0,0.275083759,0.005487096,1,1,1,1,0,4,13.632786885245904,15.3,1.122294372,1.3564668769716088,10.189274447949527,78.81136950904393
PPM1F,2,20,0.158730159,4321.880019,32.10270441,0.326770004,0.020361511,1,1,1,1,0,4,13.862295081967217,11.2,0.80794702,77.41324921135647,62.08201892744479,64.47028423772609
PRR5,1,12,0.166666667,700.4204575,181.0160801,0.297880466,0.023207018,1,1,1,1,0,4,7.849180327868853,9.8,1.248538012,80.41009463722398,94.44794952681389,81.91214470284238
PTGES3L-AARSD1,1,2,0.045454545,0,0,0.253534861,0.001719091,1,1,1,1,0,4,2.634426229508197,1.6,0.607342875,10.757097791798108,10.189274447949527,50.064599483204134
PTPN4,4,8,0.081632653,53.36723794,7.503646346,0.262847515,0.002208733,1,1,1,1,0,4,8.572131147540981,7.1,0.828265443,34.511041009463725,33.186119873817034,65.69767441860465
PTPRR,0,8,0.038834951,439.1388431,10.93422833,0.282199711,0.008250931,1,1,1,1,0,4,3.663934426229509,0.8,0.218344519,6.940063091482649,37.91798107255521,20.54263565891473
RAB40B,9,4,0.060606061,10.08376899,1.033190526,0.246367656,0.001052804,1,1,1,1,0,4,10.370491803278687,2.2,0.212140373,18.328075709779178,22.145110410094638,19.702842377260982
RALGPS2,0,6,0.063829787,12.30614155,4.609258877,0.246250987,0.00123906,1,1,1,1,0,4,8.247540983606557,9.9,1.200357782,21.230283911671926,28.517350157728703,80.55555555555556
RASGRF1,1,2,0.071428571,0,0,0.245514636,0.00276098,1,1,1,1,0,4,4.2393442622950825,0.4,0.094354215,26.466876971608833,10.189274447949527,10.78811369509044
RASSF8,1,16,0.085106383,407.2320695,19.83894058,0.298507463,0.026239128,1,1,1,1,0,4,10.18360655737705,14.7,1.443496458,37.381703470031546,49.968454258675074,86.11111111111111
REEP1,10,6,0.085714286,88.65358939,12.97478083,0.264720855,0.002507361,1,1,1,1,0,4,6.844262295081967,4.9,0.715928144,37.94952681388013,40.126182965299684,58.139534883720934
RET,1,46,0.087452471,4492.734098,15.07214684,0.327593448,0.046179029,1,1,1,1,0,4,4.157377049180329,2.8,0.673501577,38.99053627760252,42.71293375394322,55.03875968992248
RGS2,23,8,0.053333333,183.2106244,3.736959843,0.285714286,0.005302315,1,1,1,1,0,4,29.93278689,44,1.46996002,14.794952681388013,26.940063091482653,86.69250645994832
RNF144A,9,18,0.097826087,467.1798995,12.29843675,0.287557604,0.011987663,1,1,1,1,0,4,11.29672131147541,5.9,0.522275432,46.11987382,39.305993690851736,43.47545219638243
RNF213,22,30,0.098039216,2934.063861,33.59383701,0.338248049,0.036992822,1,1,1,1,1,4,12.86721311,12.3,0.955917951,46.277602523659304,63.785488958990534,72.48062015503875
SAA1,1,8,0.095238095,1609.641048,145.4604684,0.273684211,0.006789073,1,1,1,1,0,4,20.736065573770485,0.8,0.038580125,44.41640378548896,92.23974763,6.718346253229974
SCRN3,15,4,0.142857143,76.60171593,18.709985,0.242763772,0.000642368,1,1,1,1,0,4,13.870491803278693,8.7,0.627230824,71.57728706624606,48.07570977917981,51.098191214470276
SEZ6L2,1,10,0.12195122,266.1122692,20.99069157,0.290719344,0.009951411,1,1,1,1,0,4,9.790163934,5.4,0.551574012,61.48264984,51.041009463722396,46.059431524547804
SH2D2A,23,20,0.212765957,1684.126865,22.38590211,0.296408892,0.006513783,1,1,1,1,0,4,4.381967213114755,3.1,0.707444819,89.96845425867508,52.17665615141955,57.428940568475454
SKAP1,9,12,0.06,390.0655735,19.03127776,0.283946123,0.007145483,1,1,1,1,0,4,7.231147540983608,1.6,0.221265019,18.138801261829656,48.39116719242902,20.801033591731265
SLC12A5,8,4,0.333333333,21.91543046,92.88561521,0.234904382,0.000857051,1,1,1,1,0,4,6.344262295081967,4.9,0.772351421,97.19242902208201,86.94006309148264,62.08010335917312
SLC15A3,1,10,0.021551724,29.15157257,0.632087712,0.288088643,0.012878257,1,1,1,1,0,4,11.062295081967212,13.2,1.193242442,0.8201892744479496,21.388012618296532,80.29715762273901
SNAP91,9,2,0.021276596,0,0,0.236148955,0.000392691,1,1,1,1,0,4,6.57704918,4.5,0.684197408,0.7570977917981072,10.189274447949527,55.68475452196382
SPTB,22,14,0.082352941,2855.729038,28.98095596,0.289962825,0.006937114,1,1,1,1,0,4,4.477049180327869,1.1,0.245697547,34.82649842271293,59.873817034700316,22.416020671834623
SPX,9,6,0.09375,121.2622848,28.96832145,0.249879865,0.001077852,1,1,1,1,0,4,2.088524590163934,0,0,43.4384858,59.81072555205047,2.3901808785529712
SRGAP3,1,6,0.071428571,60.91226621,4.093441273,0.26306914,0.004925251,1,1,1,1,0,4,5.408196721311476,4.8,0.887541679,26.466876971608833,27.82334384858044,69.37984496124031
STAP2,2,2,0.047619048,0,0,0.251491214,0.001192222,1,1,1,1,0,4,9.113114754,3.3,0.362115488,12.113564668769715,10.189274447949527,30.749354005167955
STYK1,1,24,0.075,379.6321386,5.248809855,0.308788599,0.034394594,1,1,1,1,0,4,3.2672131147540986,0,0,28.706624605678233,29.400630914826497,2.3901808785529712
SYNGR3,9,4,0.064516129,72.85197353,4.789957976,0.291534293,0.008047195,1,1,1,1,0,4,6.404918032786884,0.9,0.140517021,21.64037855,28.83280757097792,14.405684754521964
TBX3,6,10,0.074626866,1462.628158,84.88051642,0.285191956,0.004820937,1,1,1,1,1,4,11.434426229508194,2.6,0.227383513,28.485804416403788,85.29968454258675,21.382428940568477
TCEANC,2,26,0.090277778,3591.378223,33.30732522,0.298907837,0.007285923,1,1,1,1,0,4,2.747058823529412,,,40.28391167192429,63.47003154574132,
TET1,4,6,0.096774194,99.12444603,45.68347742,0.248091603,0.000858779,1,1,1,1,0,4,3.2098360655737705,8.1,2.523493361,45.615141955835966,71.60883280757098,95.34883720930233
TPD52,2,6,0.028301887,23.54924328,0.584289746,0.264990657,0.002619708,1,1,1,1,0,4,18.224590163934423,17.4,0.95475398,2.776025237,21.261829652996845,72.35142119
TRAFD1,1,10,0.081967213,131.9005401,3.997321699,0.303501946,0.013622093,1,1,1,1,0,4,18.983606557377048,22.7,1.195768566,34.66876971608833,27.381703470031542,80.36175710594316
TRIM66,9,32,0.07960199,4226.326629,77.40769883,0.322647363,0.020460265,1,1,1,1,0,4,7.359016393442624,9.3,1.263755848,32.74447949526814,83.78548895899054,82.68733850129199
TRPV1,1,4,0.222222222,1559,1156.466304,0.235792019,0.001204206,1,1,1,1,0,4,2.1411764705882352,,,91.00946372239747,99.55835962,
VEGFC,0,2,0.333333333,0,0,0.240184758,0.000817626,1,1,1,1,0,4,3.457142857142857,3.4,0.983471074,97.19242902208201,10.189274447949527,73.70801033591732
VWA1,8,4,0.086956522,11.83455626,5.703721539,0.215916955,0.000167113,1,1,1,1,1,4,16.498360655737702,11.4,0.690977742,38.548895899053626,30.28391167192429,56.13695090439277
WSB1,4,4,0.074074074,1559,624.2276136,0.229783473,0.000302375,1,1,1,1,1,4,29.819672131147545,37.6,1.260912589,27.854889589905362,98.99053627760253,82.49354005167959
ZBTB12,22,2,0.125,0,0,0.224816256,0.000277172,1,1,1,1,0,4,3.565573770491804,3.2,0.897471264,63.40694006309149,10.189274447949527,69.96124031007753
ZMAT1,4,4,0.074074074,24.93182512,11.76340478,0.25751073,0.001177587,1,1,1,1,1,4,8.637704918032787,13.6,1.574492314,27.854889589905362,38.548895899053626,88.50129198966408
ZNF467,0,4,0.011494253,20.76171216,0.652561423,0.241038319,0.000840379,1,1,1,1,0,4,8.893442623,20.4,2.293824885,0.12618296529968456,21.451104100946374,94.37984496124031
A4GALT,23,4,0.133333333,34.26826942,11.98205725,0.237515225,0.000707706,0,1,1,1,0,3,9.522950819672133,9.9,1.039593734,67.66561514195584,38.738170347003155,75.58139535
ABCG2,22,6,0.051724138,21.8707524,2.723239023,0.272822665,0.004615071,0,1,1,1,1,3,8.604918032786886,6.9,0.801867022,14.132492113564668,25.362776025236595,64.01808785529715
ABHD3,1,2,0.05,0,0,0.235507246,0.001102307,0,1,1,1,0,3,13.045901639344264,14.7,1.126790651,13.470031545741326,10.189274447949527,78.94056848
ABTB2,9,16,0.08,613.9676527,13.23060232,0.29082774,0.008445184,0,1,1,1,0,3,6.422950819672131,7.5,1.167687596,33.31230283911672,40.694006309148264,79.84496124031007
ACE,22,2,0.066666667,0,0,0.20033389,5.43e-05,0,1,1,1,0,3,9.165573770491806,1.7,0.185476659,22.996845425867505,10.189274447949527,17.635658914728683
ACP5,15,2,0.034482759,0,0,0.223463687,0.000227595,0,1,1,1,0,3,12.739344262295084,19.1,1.49929224,5.078864353312302,10.189274447949527,87.14470284237727
ACSL3,1,52,0.096654275,6445.65523,34.93038823,0.364912281,0.087055497,0,1,1,1,0,3,21.50655737704918,14.4,0.669563229,45.488958990536275,65.17350157728707,54.58656330749354
ACSL5,4,2,0.033333333,0,0,0.201342282,4.18e-05,0,1,1,1,0,3,14.75737704918033,8.4,0.569206843,4.6687697160883275,10.189274447949527,47.609819121447025
ADAD2,9,2,0.125,0,0,0.24940048,0.001096152,0,1,1,1,0,3,1.329508196721311,0.1,0.075215783,63.40694006309149,10.189274447949527,8.979328165374676
ADAMTS12,4,12,0.153846154,424.7437994,59.69619295,0.301565823,0.008338972,0,1,1,1,0,3,3.245901639344262,2.7,0.831818182,75.86750788643532,78.80126183,65.95607235142118
ADAMTS4,4,16,0.131147541,592.0416784,20.8771094,0.295678544,0.006769522,0,1,1,1,1,3,8.950819672,0,0,66.59305993690852,50.85173501577287,2.3901808785529712
ADAMTS6,9,4,0.25,52.11832379,7.453259691,0.275472364,0.002842378,0,1,1,1,1,3,2.178688524590164,1.4,0.642588412,93.50157728706625,33.12302839116719,52.13178294573644
ADAP1,2,4,0.090909091,9.470090839,0.072286621,0.242461921,0.000801642,0,1,1,1,0,3,10.060655737704918,0.9,0.08945739,41.230283911671926,20.441640378548893,10.529715762273902
ADAR,2,32,0.057142857,3264.635602,39.57396026,0.350246969,0.047209243,0,1,1,1,0,3,30.472131147540978,32.2,1.056703249,16.782334384858043,68.39116719242902,76.35658914728683
ADORA2A,22,6,0.115384615,211.2280189,1.49404315,0.283327279,0.005345361,0,1,1,1,0,3,5.698360655737704,3.3,0.579113924,57.63406940063091,23.02839116719243,47.93281654
AFMID,11,4,0.133333333,116.0432614,25.67260269,0.230871689,0.00038159,0,1,1,1,0,3,13.383606557377052,5.8,0.433365997,67.66561514195584,55.77287066246057,36.88630490956072
AGMAT,2,6,0.065217391,35.73732617,6.873044852,0.269197584,0.003686137,0,1,1,1,0,3,3.926229508196721,0.1,0.025469729,22.113564668769715,32.17665615141956,5.943152454780361
AIF1L,22,16,0.156862745,466.7714551,67.88293173,0.310880829,0.018000304,0,1,1,1,1,3,16.645901639344263,5.9,0.354441599,76.84542586750788,80.82018927444796,30.103359173126616
AK8,9,4,0.111111111,117.7268775,69.96909149,0.263780859,0.004148188,0,1,1,1,0,3,1.618032786885246,0.9,0.556231003,54.763406940063085,81.76656151419557,46.382428940568474
AKAP12,1,30,0.095541401,2555.909421,36.78048796,0.333119795,0.063993517,0,1,1,1,0,3,14.844262295081966,26.6,1.791938156,44.79495268138801,66.62460567823344,90.69767441860465
ALCAM,1,20,0.12987013,1449.722177,56.57307714,0.310447761,0.025523741,0,1,1,1,1,3,16.152459016393443,3,0.185730234,65.55205047318611,77.16088328,17.76485788113695
ALDH1A2,6,10,0.111111111,590.1614646,7.07883511,0.297199467,0.009395658,0,1,1,1,0,3,7.340983606557378,24.4,3.32380527,54.763406940063085,32.49211356466877,96.83462532299741
ALDOC,2,18,0.08490566,1548.680246,47.06517726,0.308788599,0.012923736,0,1,1,1,0,3,21.36065573770492,16.5,0.772448196,37.16088328,72.68138801,62.20930233
ALPL,1,10,0.172413793,171.4007809,119.5418776,0.300520131,0.01782543,0,1,1,1,0,3,7.890163934426229,18.3,2.319343445,82.74447949526814,90.03154574132492,94.57364341085271
AMZ1,23,8,0.093023256,132.2494153,19.99473286,0.258534969,0.002113712,0,1,1,1,0,3,2.0885245901639347,0.2,0.095761381,42.90220820189275,50.15772871,11.046511627906977
ANGPTL4,9,6,0.107142857,37.33049591,15.70021101,0.285661967,0.004779175,0,1,1,1,0,3,11.711475409836067,2.5,0.213465845,51.92429022082019,43.59621451104101,19.832041343669253
ANK2,9,12,0.088235294,244.8950284,9.867038671,0.305104635,0.018863874,0,1,1,1,0,3,14.591803278688523,7.8,0.53454668,39.526813880126184,36.34069400630915,44.76744186046512
ANP32A,2,18,0.069230769,2340.363728,44.55767405,0.31212485,0.016678314,0,1,1,1,0,3,30.10655737704917,27.2,0.903457664,24.794952681388015,70.85173501577286,70.41343669250647
ANTXR1,1,34,0.117241379,4135.304815,34.38674889,0.326838466,0.053639706,0,1,1,1,0,3,14.962295081967214,37.2,2.486249589,58.86435331230284,64.41640378548897,95.09043927648578
ANTXR2,6,4,0.095238095,547.8517854,294.1416056,0.280979827,0.008980617,0,1,1,1,0,3,12.052459016393444,6.2,0.514417845,44.41640378548896,96.59305993690852,42.89405684754522
ANXA2R,2,2,0.125,0,0,0.261044177,0.002206761,0,1,1,1,0,3,4.844262295081967,2.1,0.433502538,63.40694006309149,10.189274447949527,36.95090439276486
AOX1,4,4,0.181818182,12.14921586,56.93067918,0.232870578,0.000410875,0,1,1,1,0,3,8.709836065573773,1.6,0.183700358,84.82649842271293,77.41324921135647,17.441860465116278
APH1B,23,2,0.111111111,0,0,0.2143446,0.000195816,0,1,1,1,0,3,7.740983606557377,8.6,1.110969928,54.763406940063085,10.189274447949527,78.55297157622739
ARHGAP4,9,6,0.12,21.4652917,10.00625758,0.253164557,0.002099018,0,1,1,1,0,3,9.306557377049185,5.7,0.612471376,60.59936908517351,36.656151419558356,50.258397932816536
ARHGAP6,2,2,0.142857143,0,0,0.259610584,0.002070087,0,1,1,1,0,3,7.157377049180329,3.2,0.447091159,71.57728706624606,10.189274447949527,37.98449612403101
ARHGDIG,4,4,0.111111111,152.1912791,156.0723765,0.281741015,0.009128698,0,1,1,1,0,3,7.390163934,0.6,0.081188997,54.763406940063085,93.12302839,9.754521963824288
ARHGEF26,9,4,0.048780488,411.6050256,86.51853774,0.280071813,0.008988935,0,1,1,1,0,3,7.059016393442621,4.4,0.623316303,12.712933753943217,85.61514195583597,51.03359173126615
ARHGEF35,9,4,0.25,17.30914209,44.82373944,0.266757866,0.002799651,0,1,1,1,0,3,2.425490196078432,,,93.50157728706625,71.16719242902208,
ARHGEF40,4,6,0.049180328,152.7389319,12.66212034,0.304093567,0.011824655,0,1,1,1,0,3,9.883606557377052,10.3,1.042129706,12.870662460567821,39.68454258675079,75.71059431524549
ARHGEF5,9,18,0.118421053,1735.162807,53.80548482,0.307389163,0.011438132,0,1,1,1,0,3,4.936065574,4,0.810362006,59.74763406940063,76.21451104100946,64.85788113695091
ARID5B,9,10,0.075757576,448.612218,21.12599312,0.309769658,0.013123139,0,1,1,1,1,3,13.916393442622953,6.9,0.495818118,28.990536277602523,51.230283911671926,41.21447028423773
ARL11,1,2,0.023809524,0,0,0.275569687,0.007796071,0,1,1,1,0,3,3.3672131147540982,1.5,0.445472249,1.3564668769716088,10.189274447949527,37.79069767
ARSJ,2,2,0.2,0,0,0.255235602,0.001311514,0,1,1,1,0,3,3.834426229508197,1.8,0.469431381,88.26498422712933,10.189274447949527,39.53488372093023
ATP1B1,1,38,0.121794872,2913.707214,23.2530238,0.34046268,0.059422205,0,1,1,1,0,3,35.33114754098361,15.5,0.438706385,61.32492113564669,53.123028391167196,37.46770025839793
ATP6V1A,22,34,0.06614786,3099.544161,23.38427876,0.345132743,0.043880607,0,1,1,1,0,3,15.822950819672132,14.7,0.929030253,22.46056782334385,53.24921135646687,71.25322997
ATP6V1B2,22,26,0.053941909,2369.890674,14.59594958,0.327318506,0.028455126,0,1,1,1,0,3,24.40491803278688,17.3,0.708873514,15.015772870662461,42.08201893,57.68733850129198
ATP8B4,2,2,0.2,0,0,0.260434057,0.002467637,0,1,1,1,0,3,2.9688524590163943,0.8,0.269464384,88.26498422712933,10.189274447949527,23.772609819121445
B4GALT1,22,16,0.093023256,1480.973132,25.25690785,0.293951385,0.008844778,0,1,1,1,0,3,23.60163934,32.1,1.360075016,42.90220820189275,55.078864353312305,85.01291989664082
BAMBI,2,8,0.25,79.17447878,27.14553345,0.267949158,0.003810324,0,1,1,1,0,3,7.545901639344264,30.4,4.02867695,93.50157728706625,57.602523659305994,97.48062015503875
BASP1,1,66,0.107843137,12354.60119,73.54797608,0.354948805,0.103092043,0,1,1,1,0,3,19.03770491803279,7.9,0.414965986,52.397476340694006,82.64984227129337,35.594315245478036
