gene,original_leidenID,degreeCentrality,degree_ratio,betweennessCentrality,betweenness_ratio,closenessCentrality,eigenvectorCentrality,VEGFA,TNF-IL6,TGFB1/2,F2(Thrombin),GSE13592,intersect_count,Average NX (all except retina),NX (retina),tissue_ratio,degree_ratio_percentile,betweenness_ratio_percentile,tissue_ratio_percentile
INSIG1,4,12,0.047619048,1051.96986,17.98563087,0.280373832,0.003984099,0,1,1,1,0,3,13.98688524590164,11.9,0.850797,12.113564668769715,47.25552050473186,67.11886304909561
IRAK2,2,18,0.18,2270.724873,160.6420662,0.293343362,0.008197519,0,1,1,1,0,3,6.286885245901639,2.1,0.334028683,84.41640378548895,93.37539432176656,28.74677002583979
IRF9,2,12,0.153846154,227.2590328,10.64450743,0.293343362,0.006717248,0,1,1,1,1,3,22.69672131147541,17.8,0.784254243,75.86750788643532,37.53943217665615,63.24289405684754
ISG15,9,78,0.079918033,13220.10404,20.01909961,0.342631232,0.054296266,0,1,1,1,1,3,19.35737704918033,7.6,0.392615176,32.93375394321767,50.22082018927445,33.97932816537468
ISG20,8,2,0.076923077,0,0,0.220619431,0.000212195,0,1,1,1,0,3,16.619672131147546,2.2,0.132373249,30.157728706624603,10.189274447949527,13.953488372093023
ITGA2,1,20,0.107526882,1179.163698,24.68328871,0.3046875,0.038779361,0,1,1,1,0,3,7.375409836065574,0.8,0.108468549,52.30283911671925,54.57413249211357,12.209302325581394
ITGA4,4,36,0.033771107,3983.778826,7.052921762,0.319475732,0.025170503,0,1,1,1,0,3,8.842622950819674,2.9,0.327956989,4.794952681388013,32.429022082018925,28.165374677002585
ITGA6,1,46,0.163120567,6451.956526,43.48814904,0.335339639,0.058770118,0,1,1,1,1,3,16.47377049180328,17.6,1.068365011,78.42271293375394,70.34700315457413,76.87338501
JAG1,1,8,0.102564103,2.074475253,0.957095099,0.301391036,0.030707166,0,1,1,1,1,3,14.121311475409838,21.4,1.515439981,49.716088328075706,21.95583596214511,87.53229974160207
JPH3,1,8,0.075471698,1078.57587,163.7452825,0.269709544,0.006454477,1,0,1,1,0,3,4.250819672131148,0.8,0.188198997,28.86435331230284,93.4384858,17.89405684754522
KCNC4,9,6,0.083333333,61.94512571,1.638126368,0.264227642,0.0022692,0,1,1,1,0,3,3.885245901639344,4.7,1.209704641,35.80441640378549,23.2807571,80.74935400516796
KCND2,2,2,0.052631579,0,0,0.239520958,0.000753398,0,1,1,1,0,3,2.9065573770491806,0,0,14.47949527,10.189274447949527,2.3901808785529712
KCNG1,22,4,0.095238095,1559,16.16517724,0.224234584,0.000228144,0,1,1,1,0,3,4.544262295081967,0.7,0.154040404,44.41640378548896,44.22712933753943,15.180878552971578
KCNN2,2,2,0.166666667,0,0,0.24011082,0.000529599,0,1,1,1,0,3,4.968852459016394,4.2,0.845265589,80.41009463722398,10.189274447949527,66.73126615
KCNS1,22,2,1,0,0,0.183184594,9.11e-06,0,1,1,1,0,3,1.4508196721311477,0,0,99.81072555205047,10.189274447949527,2.3901808785529712
KCNS3,1,6,0.083333333,15.89450527,5.481464079,0.273732234,0.006428432,0,1,1,1,0,3,5.168852459016394,9.9,1.915318744,35.80441640378549,29.905362776025235,91.79586563307494
KCTD12,2,26,0.128712871,1385.920159,33.97654982,0.308178586,0.013785644,0,1,1,1,1,3,10.708196721311474,13.8,1.288732394,65.04731861198738,64.10094637223975,83.26873385
KCTD14,2,2,0.058823529,0,0,0.230666864,0.000268696,0,1,1,1,0,3,6.391803278688524,5.8,0.907412157,17.47634069400631,10.189274447949527,70.54263565891473
KDM7A,2,2,0.25,0,0,0.23686608,0.000446162,0,1,1,1,0,3,8.385245901639346,3.7,0.441251222,93.50157728706625,10.189274447949527,37.53229974160207
KIF21B,6,6,0.063829787,161.5290669,16.3635637,0.239410681,0.000619249,0,1,1,1,0,3,5.352459016393444,8.6,1.606738132,21.230283911671926,44.60567823343848,88.75968992248062
KIF26A,1,4,0.117647059,1559,197.7377483,0.28002154,0.008961164,0,1,1,1,0,3,4.0704918032786885,6.9,1.695126863,59.24290221,94.95268138801262,89.59948320413437
KIF5C,2,8,0.058823529,827.3842332,48.35156236,0.294117647,0.009245579,0,1,1,1,0,3,8.539344262295081,0.4,0.046842004,17.47634069400631,73.18611987381703,7.299741602067184
KLF15,2,12,0.02238806,910.3278048,15.14791961,0.302267003,0.008047942,1,1,0,1,0,3,12.116393442622948,7,0.577729671,1.0725552050473186,42.776025236593064,47.80361757105943
KLF6,2,8,0.04494382,122.0116526,12.26970848,0.269896194,0.002652154,0,1,1,1,1,3,26.95573770491804,13.2,0.489691662,10.25236593059937,39.24290220820189,41.02067183462532
KLHL3,9,4,0.055555556,58.06263769,1.230364169,0.303324908,0.008524901,0,1,1,1,0,3,5.142622950819672,10.4,2.022314313,15.899053627760251,22.46056782334385,92.63565891472868
KLHL41,15,6,0.15,32.31130678,11.96780993,0.245824141,0.000733541,0,1,1,1,0,3,13.145901639344263,0,0,74.1955836,38.67507886435331,2.3901808785529712
KLRG1,1,2,0.142857143,0,0,0.255989498,0.00396892,0,1,1,1,0,3,6.480327868852461,5.6,0.864153807,71.57728706624606,10.189274447949527,68.41085271
KRT18,9,42,0.054404145,6534.714811,26.47751642,0.341580907,0.039286661,0,1,1,1,0,3,31.48196721311476,14.1,0.447875443,15.141955835962145,56.65615141955836,38.11369509043928
KYNU,1,6,0.040540541,990.49297,76.14892719,0.261569416,0.004076747,0,1,1,1,0,3,6.268852459016393,1.5,0.239278243,7.949526813880126,83.65930599369085,22.02842377260982
L3MBTL4,15,4,0.090909091,1559,422.195545,0.212969283,9.51e-05,0,1,1,1,0,3,6.259016393442624,6,0.958617077,41.230283911671926,98.10725552050474,72.60981912144703
LAMA2,15,4,0.105263158,128.5200893,53.45674101,0.291916168,0.006929509,0,1,1,1,0,3,11.02786885245902,3.5,0.317377732,51.07255520504732,76.02523659305994,27.51937984496124
LAMC2,9,4,0.076923077,24.06693712,5.806076655,0.258320914,0.00235669,0,1,1,1,0,3,5.031147540983607,0.9,0.17888563,30.157728706624603,30.47318611987382,16.925064599483207
LAP3,4,12,0.056074766,346.544269,16.84112545,0.318953179,0.020149184,0,1,1,1,1,3,26.601639344262296,15,0.563875023,16.37223974763407,45.36277603,46.963824289405686
LBH,9,2,0.045454545,0,0,0.18651363,2.49e-05,0,1,1,1,1,3,17.278688524590162,32,1.85199241,10.757097791798108,10.189274447949527,91.34366925
LDHAL6B,4,4,0.041666667,9.100713399,1.51930098,0.215976741,0.000217636,0,1,1,1,0,3,0.9901639344262296,0,0,8.675078864353312,23.09148264984227,2.3901808785529712
LDLRAP1,11,2,0.027777778,0,0,0.177111717,3.83e-06,0,1,1,1,0,3,12.350819672131143,9.9,0.801566233,2.4921135646687698,10.189274447949527,63.95348837209303
LGALS3BP,4,52,0.088135593,9044.908748,22.63888254,0.351588911,0.043900109,0,1,1,1,0,3,29.50819672131147,35,1.186111111,39.36908517350158,52.618296529968454,80.16795865633075
LGALS9,1,78,0.066666667,12488.07072,33.29481766,0.345056403,0.071609872,0,1,1,1,0,3,10.531147540983609,10.9,1.035024907,22.996845425867505,63.40694006309149,75.45219638242894
LGMN,9,18,0.195652174,2225.562779,176.1045509,0.314897053,0.012915126,0,1,1,1,0,3,22.254098360655743,23.2,1.042504604,87.03470031545741,94.13249211356467,75.7751938
LIMCH1,2,10,0.051020408,159.9918062,3.107374638,0.307510349,0.015321862,0,1,1,1,0,3,16.70655737704918,13.6,0.814051614,13.817034700315459,26.11987382,65.05167958656331
LMO7,9,18,0.049450549,2222.859889,25.91250268,0.315024233,0.01736351,0,1,1,1,1,3,12.231147540983606,2.7,0.220747889,13.154574132492113,56.08832807570978,20.671834625322997
LMOD1,9,4,0.333333333,21.92170297,31.41772228,0.278670954,0.004128678,0,1,1,1,0,3,23.795081967213115,28.9,1.214536686,97.19242902208201,61.95583596214511,80.94315245478036
LPL,4,6,0.088235294,368.8571169,84.22232901,0.290611028,0.006186446,0,1,1,1,0,3,13.850819672131149,8.4,0.606462303,39.526813880126184,85.17350157728707,50
LRRC4,4,6,0.176470588,1582.503134,1059.761219,0.243597751,0.000945884,0,1,1,1,0,3,4.434426229508197,1.7,0.38336414,83.53312302839116,99.43217665615141,33.26873385
LTB,22,2,0.5,0,0,0.183184594,9.11e-06,0,1,1,1,0,3,7.429508196721312,0.5,0.067299206,99.17981072555206,10.189274447949527,8.397932816537468
LURAP1L,2,4,0.095238095,4.040580391,2.478628468,0.264272404,0.004263181,0,1,1,1,0,3,7.9,4.7,0.594936709,44.41640378548896,24.858044164037853,48.90180878552972
MAFA,2,2,0.076923077,0,0,0.234833659,0.000485232,0,1,1,1,0,3,0.9344262295081968,0.7,0.749122807,30.157728706624603,10.189274447949527,60.594315245478036
MAGIX,9,2,0.029411765,0,0,0.226942101,0.000226274,0,1,1,1,0,3,1.825,1.1,0.602739726,3.3438485804416405,10.189274447949527,49.48320413436693
MAML2,9,2,0.071428571,0,0,0.22426682,0.000273245,0,1,1,1,0,3,10.47377049180328,10.8,1.031147284,26.466876971608833,10.189274447949527,75.25839793281654
MAMLD1,2,2,0.2,0,0,0.281283808,0.004043577,0,1,1,1,0,3,5.054098360655738,6.4,1.266299059,88.26498422712933,10.189274447949527,82.81653746770026
MAP1LC3A,2,44,0.091666667,6397.043721,13.14279854,0.350561798,0.051810472,0,1,1,1,0,3,20.550819672131148,13.6,0.661774091,42.208201892744476,40.50473186119874,53.875968992248055
MAP1S,2,20,0.098039216,1441.01673,25.64245409,0.322380657,0.02289816,0,1,1,1,0,3,13.627868852459018,8.4,0.616383977,46.277602523659304,55.709779179810724,50.58139534883721
MAP2K6,2,18,0.157894737,2170.124394,154.5609779,0.307935255,0.011500187,0,1,1,1,0,3,7.337704918032787,5.3,0.722296693,77.09779179810725,92.99684543,58.52713178294574
MAP3K1,2,18,0.058441558,2061.245762,18.85325419,0.309339679,0.013643854,0,1,1,1,0,3,8.168852459016394,12.6,1.542444311,17.034700315457414,48.138801261829656,87.85529715762273
MAP3K2,2,12,0.083333333,270.1654193,2.457843688,0.309278351,0.01216415,1,1,0,1,0,3,16.675409836065576,12.2,0.731616201,35.80441640378549,24.794952681388015,59.23772609819121
MAP6,15,2,0.111111111,0,0,0.201498321,4.46e-05,0,1,1,1,0,3,9.255737704918031,7.5,0.810308183,54.763406940063085,10.189274447949527,64.79328165374677
MAP7D2,9,12,0.103448276,242.2999797,38.64043057,0.283378747,0.007312694,0,1,1,1,0,3,4.734426229508196,0.8,0.168975069,49.968454258675074,67.69716088328076,16.472868217054263
MAPK8IP1,9,10,0.102040816,211.8299218,30.0525372,0.276057335,0.005145418,0,1,1,1,0,3,9.263934426229508,4.5,0.485754734,49.46372239747634,60.94637223974764,40.633074935400515
MASP2,11,2,0.055555556,0,0,0.224913495,0.000178889,0,1,1,1,0,3,3.4967213114754108,0.3,0.085794655,15.899053627760251,10.189274447949527,10.142118863049095
MASTL,22,6,0.046875,25.00157125,0.244393141,0.293508937,0.009623638,0,1,1,1,0,3,7.249180327868853,5.6,0.772501131,11.419558359621451,20.88328075709779,62.273901808785524
MB21D2,1,24,0.116504854,843.3675902,46.63956583,0.314199396,0.036862587,0,1,1,1,0,3,5.563934426229507,4,0.718915734,58.26498422712933,72.3659306,58.268733850129195
MCF2L2,4,2,0.027027027,0,0,0.24512885,0.000897291,0,1,1,1,0,3,3.6,7.5,2.083333333,2.302839116719243,10.189274447949527,93.34625322997417
MFSD12,1,14,0.205882353,511.9918809,68.36922267,0.275035261,0.006547484,0,1,1,1,0,3,14.636065573770493,13.5,0.922379032,89.62145110410094,81.13564668769716,71.12403100775194
MGLL,4,4,0.057142857,195.9734299,14.64724252,0.24,0.000434453,0,1,1,1,0,3,18.81475409836065,10,0.531497778,16.782334384858043,42.208201892744476,44.37984496124031
MICB,6,22,0.169230769,2650.859454,140.8761817,0.308361336,0.021888111,0,1,1,1,0,3,2.914754098360655,1.1,0.377390326,82.08201893,91.67192429022082,32.622739018087856
MID1,2,28,0.11023622,3914.071548,23.51536101,0.30952381,0.013664037,0,1,1,1,0,3,7.927868852459017,15.9,2.005583127,53.40694006309148,53.31230283911672,92.50645994832041
MID2,2,44,0.077738516,7148.559342,12.98606633,0.3122498,0.009545405,0,1,1,1,0,3,7.698360655737705,12.4,1.610732538,31.167192429022084,40.18927444794952,88.82428940568475
MIR25,2,6,0.03,7.516281758,0.47446202,0.267903143,0.004055392,0,1,1,1,0,3,,,,3.533123028391167,21.198738170347003,
MLIP,23,2,0.142857143,0,0,0.187567633,1.61e-05,0,1,1,1,0,3,5.552459016393444,1.3,0.234130499,71.57728706624606,10.189274447949527,21.834625322997418
MMD,2,4,0.083333333,66.40223416,16.20104114,0.283275831,0.006290641,0,1,1,1,1,3,8.209836065573771,3.2,0.389776358,35.80441640378549,44.353312302839115,33.656330749354005
MOCOS,9,6,0.078947368,101.3477452,7.158201987,0.246874505,0.000822104,0,1,1,1,0,3,3.8131147540983608,2.1,0.550730868,32.33438485804416,32.618296529968454,45.86563307
MOXD1,4,16,0.177777778,601.1066105,52.16495084,0.316301703,0.017392941,0,1,1,1,0,3,7.490163934426229,0.9,0.120157584,83.84858044164038,75.45741324921136,13.113695090439276
MPZL1,1,34,0.131782946,2903.358953,15.28615288,0.32231405,0.05201236,0,1,1,1,0,3,21.7,28,1.290322581,66.97160883280758,43.09148264984227,83.33333333333334
MSC,2,2,0.076923077,0,0,0.23059867,0.000351959,0,1,1,1,0,3,5.163934426229508,15.9,3.079047619,30.157728706624603,10.189274447949527,96.44702842377261
MSN,1,54,0.092150171,7632.389201,27.07231511,0.351193156,0.059793535,0,1,1,1,0,3,27.53606557377049,16.6,0.602845746,42.33438485804417,57.53943217665615,49.547803617571056
MSX1,9,4,0.125,0,0,0.239815527,0.000630465,0,1,1,1,1,3,4.685245901639345,1.7,0.362841148,63.40694006309149,10.189274447949527,31.072351421188632
MT1E,15,2,0.166666667,0,0,0.191036003,2.05e-05,0,1,1,1,1,3,35.55737704918034,13.9,0.390917473,80.41009463722398,10.189274447949527,33.72093023255814
MT1X,2,8,0.19047619,181.4614222,61.94701294,0.251978679,0.001255133,0,1,1,1,1,3,48.60491803278688,8.2,0.168707208,86.24605678233438,79.49526813880126,16.343669250645995
MT2A,2,2,0.029411765,0,0,0.264093448,0.002321722,0,1,1,1,1,3,50.25737704918033,15.9,0.316371465,3.3438485804416405,10.189274447949527,27.325581395348834
MYCL,2,4,0.043478261,10.00957643,3.105149783,0.243369735,0.000659844,0,1,1,1,0,3,4.829508196721311,1.8,0.372708758,9.684542586750789,26.05678233438486,31.879844961240313
MYLK,2,4,0.020408163,4.195462172,0.096723321,0.264675942,0.002951538,0,1,1,1,0,3,28.475409836065573,6,0.210708117,0.5993690851735016,20.56782334384858,19.379844961240313
MYLK4,1,8,0.04494382,26.0381475,9.393676887,0.280828083,0.010347672,0,1,1,1,0,3,1.967213114754098,0.4,0.203333333,10.25236593059937,35.520504731861195,18.733850129198967
MYO10,2,18,0.068181818,1924.524778,26.76834953,0.299596697,0.009418903,0,1,1,1,0,3,10.8,19.7,1.824074074,24.006309148264986,56.845425867507885,90.89147286821705
MYO1E,9,32,0.078817734,1978.278339,34.47960641,0.343158821,0.05663846,0,1,1,1,1,3,15.21803278688525,13,0.854249704,32.14511041009464,64.60567823,67.63565891472868
MYO5A,9,40,0.105263158,4914.140266,45.83780538,0.353581142,0.060090756,0,1,1,1,0,3,8.959016393442623,9.9,1.105032022,51.07255520504732,71.79810726,78.16537467700259
MYO5B,9,12,0.056603774,766.7546369,12.31912676,0.316879951,0.016404728,0,1,1,1,0,3,8.924590163934425,8.4,0.941219691,16.65615141955836,39.36908517350158,71.77002583979328
MYO7A,9,4,0.086956522,40.45549706,3.373532841,0.276792051,0.003000794,0,1,1,1,0,3,4.398360655737705,30.9,7.025344763,38.548895899053626,26.43533123028391,98.96640826873386
MYOM3,4,4,0.222222222,35.15226669,127.7019816,0.257766028,0.004262113,0,1,1,1,0,3,3.9901639344262296,0,0,91.00946372239747,90.53627760252367,2.3901808785529712
MYZAP,1,2,1,0,0,0.249719866,0.003917492,0,1,1,1,0,3,7.4032786885245905,0,0,99.81072555205047,10.189274447949527,2.3901808785529712
N4BP1,2,10,0.113636364,206.9556376,16.56973015,0.284983559,0.005576701,0,1,1,1,0,3,11.814754098360654,10.1,0.854863327,56.52996845425867,44.92113565,67.70025839793283
NAV3,21,2,0.045454545,0,0,0.6,3.5399999999999995e-23,0,1,1,1,0,3,5.529508196721311,12.3,2.224429291,10.757097791798108,10.189274447949527,93.99224806
NCF2,10,8,0.133333333,605.2360954,145.674343,0.241336634,0.00056177,0,1,1,1,0,3,10.27049180327869,4.2,0.408938547,67.66561514195584,92.30283911671924,35.20671834625323
NCKAP5,9,6,0.096774194,38.71568311,20.40464839,0.255695788,0.0018823,1,1,0,1,0,3,4.032786885245902,7.5,1.859756098,45.615141955835966,50.59936908517351,91.40826873385012
NDP,4,8,0.121212121,79.48169498,6.790403097,0.265125765,0.002774983,0,1,1,1,0,3,5.577049180327869,1.4,0.251028807,61.16719242902208,31.98738170347003,22.80361757105943
NECAB1,9,6,0.09375,109.9636946,18.10183658,0.276106195,0.004355469,0,1,1,1,0,3,6.004918032786885,4.1,0.682773683,43.4384858,47.31861199,55.62015503875969
NEURL3,2,2,0.25,0,0,0.237949969,0.000631651,0,1,1,1,0,3,1.5571428571428572,0,0,93.50157728706625,10.189274447949527,2.3901808785529712
NFKBIE,2,8,0.114285714,0,0,0.266666667,0.004082702,1,1,0,1,0,3,7.726229508196721,3.6,0.465945258,56.94006309148265,10.189274447949527,39.34108527131783
NFKBIZ,2,6,0.272727273,11.57500935,10.5015648,0.264675942,0.003112925,0,1,1,1,0,3,16.218032786885246,10.9,0.672091378,94.92113564668769,37.41324921135647,54.84496124031008
NIPSNAP3B,22,2,0.05,0,0,0.223144042,0.000441278,0,1,1,1,0,3,4.919672131147541,3.8,0.772409197,13.470031545741326,10.189274447949527,62.144702842377264
NKX3-1,4,6,0.068181818,103.8847525,10.96466526,0.251978679,0.001114157,0,1,1,1,1,3,3.472131147540983,0.5,0.144003777,24.006309148264986,37.981072555205046,14.728682170542637
NLRP3,2,22,0.094827586,1277.601871,2.86062659,0.302618817,0.013394184,0,1,1,1,0,3,4.354098360655737,2.4,0.551204819,43.97476340694006,25.615141955835963,45.99483204134367
NME5,4,4,0.181818182,10.20715669,18.61856607,0.226513722,0.00034085,0,1,1,1,0,3,5.385245901639343,4.8,0.891324201,84.82649842271293,47.76025237,69.57364341085271
NNMT,2,4,0.153846154,48.74466161,91.4113789,0.284049527,0.004419959,0,1,1,1,1,3,7.281967213114753,1.6,0.219720846,75.86750788643532,86.5615142,20.607235142118864
NOS1AP,1,26,0.117117117,1767.530709,36.05349292,0.325067722,0.043730542,0,1,1,1,0,3,4.552459016393444,2.7,0.593086064,58.769716088328074,65.93059936908517,48.708010335917315
NOSTRIN,9,2,0.090909091,0,0,0.230292294,0.000469732,0,1,1,1,1,3,9.252459016393445,2.8,0.302622254,41.230283911671926,10.189274447949527,26.29198966408269
NPY2R,9,2,0.016129032,0,0,0.242990654,0.000742837,0,1,1,1,0,3,1.3295081967213114,0.2,0.150431566,0.31545741324921134,10.189274447949527,14.987080103359174
NRGN,2,2,0.066666667,0,0,0.19880209,4.17e-05,0,1,1,1,1,3,13.409836065573773,0,0,22.996845425867505,10.189274447949527,2.3901808785529712
NSUN5,9,12,0.107142857,399.7815288,69.01249,0.325338895,0.022521731,0,1,1,1,0,3,13.291803278688526,7.7,0.579304391,51.92429022082019,81.45110410094637,47.997416020671835
NTN1,9,6,0.176470588,443.7523607,100.8432494,0.281233099,0.00760821,0,1,1,1,0,3,3.831147540983607,15.6,4.071887035,83.53312302839116,88.26498422712933,97.60981912144703
NTNG1,4,8,0.039215686,207.7371116,10.76550027,0.26557712,0.003129207,0,1,1,1,0,3,4.054098360655738,6.4,1.578649414,7.287066246056782,37.72870662460568,88.56589147286822
NTNG2,4,2,0.142857143,0,0,0.195906066,3.78e-05,0,1,1,1,0,3,3.750819672131148,10.7,2.85270979,71.57728706624606,10.189274447949527,96.18863049095607
NTRK1,4,186,0.045387994,48690.12696,12.87506048,0.379377432,0.137339675,0,1,1,1,0,3,2.086885245901639,3.1,1.4854674,10.347003154574134,39.936908517350155,86.95090439276485
NUDT4,2,2,0.071428571,0,0,0.260434057,0.002467637,0,1,1,1,1,3,19.12295081967213,25.1,1.312558937,26.466876971608833,10.189274447949527,83.91472868217055
NUDT6,2,4,0.125,1559,1005.842779,0.248091603,0.001042242,0,1,1,1,0,3,6.462295081967214,10.6,1.64028412,63.40694006309149,99.36908517350159,89.01808785529715
NXN,11,8,0.114285714,1774.810469,218.8789247,0.289801226,0.006776417,0,1,1,1,0,3,10.016393442622949,12.3,1.227986907,56.94006309148265,95.64668769716089,81.33074935400518
OAS1,2,2,0.058823529,0,0,0.281283808,0.004043577,0,1,1,1,0,3,14.467213114754095,11.7,0.808725212,17.47634069400631,10.189274447949527,64.59948320413437
OAS2,18,2,0.083333333,0,0,1,2.15e-27,0,1,1,1,0,3,9.900000000000002,6.9,0.696969697,35.80441640378549,10.189274447949527,56.65374677002583
OPTN,2,56,0.064965197,8884.461415,11.47442674,0.343915344,0.039905661,0,1,1,1,1,3,15.986885245901638,5.8,0.362797375,21.892744479495267,38.359621451104104,30.94315245478036
OSBPL10,22,8,0.071428571,832.2364764,167.9162959,0.271966527,0.00540664,0,1,1,1,0,3,6.867213114754098,8.5,1.237765577,26.466876971608833,93.69085173501577,81.71834625322998
OXTR,22,4,0.142857143,75.84272652,8.704457354,0.251612903,0.001386563,0,1,1,1,0,3,1.8737704918032787,1.6,0.853893263,71.57728706624606,34.63722397476341,67.57105943152455
P2RX7,9,2,0.058823529,0,0,0.259136213,0.002342661,0,1,1,1,0,3,6.5426229508196725,3.1,0.473816086,17.47634069400631,10.189274447949527,39.79328165374677
P2RY6,1,30,0.039164491,2342.724765,15.27224924,0.322580645,0.028420453,0,1,1,1,0,3,3.995081967213115,5.9,1.476815757,7.192429022082019,42.965299684542586,86.88630490956072
PALD1,1,12,0.069767442,274.234051,19.31103835,0.301857585,0.020307929,0,1,1,1,0,3,8.011475409836066,9.7,1.210763249,25.015772870662463,48.958990536277604,80.81395348837209
PALMD,22,2,0.0625,0,0,0.247619048,0.001306084,0,1,1,1,1,3,12.060655737704918,7.9,0.655022428,19.842271293375394,10.189274447949527,53.229974160206716
PAPLN,11,2,0.0625,0,0,0.230088496,0.000323177,0,1,1,1,0,3,8.049180327868852,14.9,1.851120163,19.842271293375394,10.189274447949527,91.27906976744185
PAPPA,2,6,0.214285714,44.06829251,82.00594694,0.274551214,0.003307099,0,1,1,1,0,3,9.163934426229508,0.9,0.098211091,90.22082018927445,84.54258675078864,11.304909560723514
PAQR3,2,4,0.08,15.31849196,8.827919775,0.267306374,0.003182187,0,1,1,1,0,3,2.814754098360656,1.6,0.568433314,33.31230283911672,34.76340694006309,47.480620155038764
PARD6A,9,10,0.083333333,135.4777619,12.99308749,0.288301608,0.007277569,0,1,1,1,0,3,5.5934426229508185,1.4,0.250293083,35.80441640378549,40.25236593059937,22.674418604651162
PARP10,2,6,0.090909091,88.72437658,2.974468793,0.292025459,0.007554595,0,1,1,1,0,3,13.878688524590162,12.7,0.915072053,41.230283911671926,25.804416403785492,70.99483204134367
PARP12,2,2,0.02173913,0,0,0.23686608,0.000446162,0,1,1,1,0,3,2.8588235294117643,,,0.8832807570977917,10.189274447949527,
PARP9,2,14,0.259259259,142.5796911,40.2159753,0.313757039,0.018136396,0,1,1,1,0,3,13.91311475409836,11.5,0.826558266,94.51104100946372,68.64353312302839,65.50387596899225
PATL2,2,2,0.5,0,0,0.217603571,0.000171332,0,1,1,1,0,3,2.404918032786885,1.2,0.498977505,99.17981072555206,10.189274447949527,41.66666666666667
PCDH12,1,16,0.4,1000.476642,914.1817136,0.278870218,0.007511388,0,1,1,1,1,3,2.1,,,98.51735015772871,99.30599369085174,
PDK2,22,10,0.147058824,1926.987545,447.9751235,0.28718704,0.011046467,0,1,1,1,0,3,18.49016393442623,19.5,1.054614771,73.24921135646689,98.29652996845427,76.29198966408268
PDLIM3,2,6,0.12,74.01328926,29.43757219,0.294006785,0.007777985,0,1,1,1,0,3,14.988524590163934,4.8,0.320244996,60.59936908517351,60.252365930599375,27.71317829457364
PDLIM4,2,2,0.047619048,0,0,0.281283808,0.004043577,0,1,1,1,1,3,11.80983606557377,9.6,0.812881732,12.113564668769715,10.189274447949527,64.98708010335918
PDLIM5,2,38,0.097435897,3987.587062,36.3270486,0.347206766,0.041579055,0,1,1,1,1,3,14.83278689,12.6,0.849469496,45.867507886435334,66.24605678233438,67.05426356589147
PECAM1,4,4,0.076923077,20.22551706,13.79680704,0.235934664,0.000638245,0,1,1,1,0,3,13.43214285714286,4.6,0.342462111,30.157728706624603,41.388012618296536,29.328165374677003
PGPEP1,22,4,0.142857143,14.58042323,8.623990659,0.232905345,0.000301879,0,1,1,1,0,3,14.263934426229508,13.7,0.960464314,71.57728706624606,34.511041009463725,72.73901809
PHLDB1,9,6,0.069767442,98.1908293,6.188513135,0.309339679,0.015792317,0,1,1,1,0,3,15.144262295081967,8,0.528252869,25.015772870662463,31.104100946372238,43.927648578811365
PHLDB2,0,30,0.102040816,1622.919574,39.31387739,0.324729392,0.043253529,1,0,1,1,0,3,10.063934426229508,6.9,0.68561655,49.46372239747634,68.20189274,55.74935400516796
PIK3CG,4,14,0.152173913,837.1310022,45.46620886,0.262582057,0.001491236,0,1,1,1,0,3,5.195081967213115,1.9,0.365730514,75.11041009463723,71.48264984,31.39534884
PIR,2,8,0.049382716,1637.816161,151.0182431,0.251491214,0.001530182,0,1,1,1,0,3,12.165573770491804,25,2.054979113,12.996845425867509,92.80757097791799,92.95865633074936
PITPNM3,9,2,0.071428571,0,0,0.272156315,0.002509151,0,1,1,1,0,3,4.7918032786885245,2.3,0.479986315,26.466876971608833,10.189274447949527,40.18087855297158
PIWIL4,15,2,0.0625,0,0,0.221748401,0.000154387,0,1,1,1,0,3,2.914754098360655,1.7,0.583239595,19.842271293375394,10.189274447949527,48.19121447028424
PLCD4,2,2,0.032258065,0,0,0.213027448,8.85e-05,0,1,1,1,0,3,3.308196721311476,23,6.952428147,4.353312302839116,10.189274447949527,98.90180878552972
PLCXD2,1,2,0.2,0,0,0.218793829,0.000357889,0,1,1,1,0,3,3.091803278688525,4.1,1.326086957,88.26498422712933,10.189274447949527,84.23772609819122
PLEK2,15,2,0.071428571,0,0,0.245707986,0.00088923,0,1,1,1,0,3,5.459016393442622,0.9,0.164864865,26.466876971608833,10.189274447949527,16.08527131782946
PLEKHA7,0,34,0.145299145,5207.932002,71.73901599,0.342631232,0.047160266,1,1,0,1,0,3,8.570491803278689,18.2,2.123565417,72.80757097791798,82.20820189274448,93.47545219638242
PLGRKT,15,4,0.024691358,48.22443393,5.321715401,0.247070003,0.001107163,0,1,1,1,0,3,15.21967213114754,13.1,0.860728134,1.6088328075709777,29.46372239747634,68.15245478036177
PLK3,11,2,0.026315789,0,0,0.189366351,2.18e-05,0,1,1,1,0,3,9.414754098360657,7.6,0.807243601,2.145110410094637,10.189274447949527,64.40568475452196
PLXNA4,4,4,0.142857143,19.0689433,13.17165846,0.28771671,0.007225543,0,1,1,1,0,3,4.3754098360655735,0.7,0.159985013,71.57728706624606,40.56782334384858,15.568475452196381
PMAIP1,22,20,0.055248619,2360.627619,19.15885533,0.314706476,0.020665678,0,1,1,1,0,3,6.293442623,0.6,0.095337327,15.520504731861198,48.706624605678236,10.917312661498709
